SKU,Tên sản phẩm,Thương hiệu,Danh mục,Đường dẫn
00029850,"Thuốc SIS-Bone Korea Prime Pharma bổ sung canxi, điều trị loãng xương (10 vỉ x 10 viên)",Korea Prime Pharma,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/sis-bone-2718mg-prime-10x10-30117.html
00027586,"Thuốc Agi-calci Agimexpharm bổ sung calci, phòng và điều trị loãng xương (20 vỉ x 10 viên)",Agimexpharm,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/agi-calci-agimexpharm-20x10-28037.html
00032919,Viên uống hỗ trợ giảm nguy cơ cao huyết áp do mỡ máu cao Blood Pressure+++ Jpanwell (60 viên),Jpanwell,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/vien-uong-ho-tro-huyet-ap-blood-pressure-jpanwell-60v-33039.html
00038885,Nước Yến Sào Cao Cấp Cho Trẻ Em Nunest Kid Grow Vị Cam (6 hũ x 70ml),Nunest,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/nuoc-yen-sao-cao-cap-cho-tre-em-nunest-kid-grow-vi-cam-6-hu-x-70-ml.html
00050678,Viên uống bổ sung vitamin và khoáng chất cho phụ nữ mang thai và sau sinh Mom Care Kenko (60 viên),KENKO,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/vien-uong-bo-sung-vitamin-va-khoang-chat-giup-tang-cuong-suc-de-khang-cho-phu-nu-mang-thai-va-sau-sinh-mom-care-kenko-60-v-1.html
00033689,Siro bổ sung Betacarotene và Vitamin D3 giúp tăng đề kháng cho bé Brauer Baby & Child Immunity Support 100ml,Brauer,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/brauer-baby-child-immunity-support-100ml-33776.html
00345406,Viên uống hỗ trợ cải thiện nội tiết tố cho phụ nữ tiền mãn kinh Doppelherz Aktiv-Meno (Hộp 30 viên),Doppelherz,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/active-meno-can-bang-noi-tiet-to-nu-66.html
00051588,Nước bù khoáng Alkari Ion Sports (500ml),Alkari,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/nuoc-bu-khoang-alkari-ion-sports-500ml.html
00045390,"Viên uống giúp tăng đề kháng và trung hòa gốc tự do, giảm tác dụng phụ của hóa chất King Fucoidan Jpanwell (120 viên)",Jpanwell,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/vien-uong-tang-cuong-suc-khoe-va-trung-hoa-goc-tu-do-king-fucoidan-jpanwell-120-v.html
00032884,Viên uống hỗ trợ tăng cường sức đề kháng và trung hòa các gốc tự do Okinawa Fucoidan +++ Jpanwell (30 viên),Jpanwell,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/okinawa-fucoidan-jpanwell-3x10-32984.html
00031920,Siro bổ sung các vitamin hỗ trợ tăng cường sức đề kháng Top Grow Jpanwell (10 chai x 30ml),Jpanwell,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/top-grow-jpanwell-10-chai-x-30ml-siro-vitamin-tang-truong-cho-tre-em-32067.html
00028829,"Dung dịch bổ sung Vitamin D3, DHA, EPA tăng đề kháng, giảm nguy cơ còi xương Vitamin D3+ DHA Hatro (20ml)",Hatro,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/vitamin-d3-dha-hatro-20ml-29124.html
00500358,Viên uống tăng cường sức khỏe cho phụ nữ tiền mãn kinh JP Lady Jpanwell (60 viên),Jpanwell,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/vien-uong-ho-tro-phu-nu-tien-man-kinh-jp-lady-jpanwell-60-v.html
00038881,Nước Yến Sào Cao Cấp Cho Trẻ Em Nunest Kid Lốc 3+1 (70ml),Nunest,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/nuoc-yen-sao-cao-cap-cho-tre-em-nunest-kid-tang-cuong-suc-khoe-an-ngon-loc-3-1-70-ml.html
00038884,Nước Yến Sào Cao Cấp Cho Trẻ Em Nunest Kid Vị Dâu Lốc 3+1 (70ml),Nunest,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/nuoc-yen-sao-cao-cap-cho-tre-em-nunest-kid-vi-dau-loc-3-1-70-ml.html
00039824,Nước Yến Sào Cao Cấp Nunest Cerna Dành Cho Người Tiểu Đường (6 hũ x 70ml),Nunest,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/nuoc-yen-sao-cao-cap-nunest-cerna-danh-cho-nguoi-tieu-duong-6-hu-x-70-ml.html
00043049,Nước Yến Sào Cao Cấp Nunest Detox Hạt Chia 5% Yến (6 chai x 185ml),Nunest,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/nuoc-yen-sao-cao-cap-nunest-detox-hat-chia-5-yen-6-chai-x-185-ml-1.html
00043227,Siro bổ sung vitamin và khoáng chất cho bé trai trong giai đoạn tăng trưởng B-TEEN Kenko (30 gói x 15g),KENKO,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/b-teen-kenko-ho-tro-phat-trien-cho-be-trai-giai-doan-day-thi-30-goi-x-15-g.html
00043229,Siro bổ sung vitamin và khoáng chất cho bé gái trong giai đoạn tăng trưởng G-TEEN Kenko (30 gói x 15g),KENKO,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/g-teen-kenko-ho-tro-phat-trien-cho-be-gai-giai-doan-day-thi-30-goi-x-15-g-1.html
00040135,"Viên uống Precare Mama Diamond cung cấp các vitamin, khoáng chất cho phụ nữ mang thai (30 viên)",TC Pharma,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/vien-uong-ho-tro-phu-nu-mang-thai-precare-mama-diamond-30-v.html
00029361,Viên uống giúp hạ đường huyết hỗ trợ chuyển hóa đường Medsulin Gold Jpanwell (60 viên),Jpanwell,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/medsulin-gold-jpanwell-60v-29699.html
00040295,"Viên uống bổ sung Acid folic, sắt cho phụ nữ mang thai và cho con bú proMUM New Live (2 vỉ x 15 viên)",proMUM,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/vien-uong-ho-tro-phu-nu-mang-thai-promum-new-live-2-x15.html
00015043,"Viên uống ổn định đường huyết, tốt cho người bị tiểu đường Blood Sugar Control Vitamins For Life (60 viên)",Vitamins For Life,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/blood-sugar-control-60v-15147.html
00041254,Trà Thảo Dược Giảo Cổ Lam Kami Tea (20 túi lọc x 2g),KAMI TEA,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/tra-thao-duoc-giao-co-lam-kami-tea-20-tui-loc-x-2-g.html
00045361,Viên uống hỗ trợ ổn định đường huyết Premium Omexxel Blood Sugar Health (60 viên),OMEXXEL,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/vien-uong-ho-tro-on-dinh-duong-huyet-premium-omexxel-blood-sugar-health-60-v.html
00028662,Viên uống hỗ trợ giảm đường huyết cho người bị tiểu đường T.Đ Kingphar (60 viên),Kingphar,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/td-kingphar-60v-28965.html
00049148,Viên uống hỗ trợ cải thiện chỉ số đường huyết Medsulin Plus (60 viên),VKENKO,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/vien-uong-ho-tro-cai-thien-chi-so-duong-huyet-medsulin-plus-vkenko-60-v.html
00047617,"Siro Pharmaton Kiddi Syrup 100ml Sanofi bổ sung Lysin, calci và một số vitamin",Sanofi,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/pharmaton-kiddi-syrup-sanofi-100-ml.html
00030884,"Dung dịch Letbaby Hà Tây cung cấp canxi, vitamin D3, phòng ngừa còi xương, loãng xương (20 ống x 10ml)",Hà Tây,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/letbaby-hataphar-20-ong-x-10-ml.html
00005789,Dung dịch uống Pecaldex Nadyphar bổ sung canxi cho trẻ em chậm lớn (1 vỉ x 10 ống x 10ml),Nadyphar,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/pecaldex-2671.html
00500785,Thuốc Authisix Meyer-Bpc giúp ngăn ngừa tình trạng thiếu hụt canxi và vitamin D3 (6 vỉ x 10 viên) ,MEYER-BPC,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/authisix-meyer-bpc-6-x10.html
00041725,"Siro Obikiton Hà Tây bổ sung calci, lysin và các vitamin cho trẻ (20 ống x 7.5ml)",Hà Tây,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/siro-obikiton-ha-tay-hop-20-ong-x-7-5-ml.html
00039689,Thuốc Meza-calci D3 Hataphar sử dụng để bổ sung calci và vitamin D cho người lớn tuổi (6 vỉ x 10 viên),Hà Tây,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/meza-calci-d3-hataphar-hop-6-vi-x-10-vien-1.html
00049743,"Viên uống Ostelin Calcium & Vitamin D3 Sanofi giúp tăng hấp thụ canxi, duy trì xương và răng chắc khỏe (60 viên)",OSTELIN,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/vien-uong-ostelin-calcium-and-vitamin-d3-sanofi-60-v-1.html
00501238,"Dung dịch uống Novocal 10ml CPC1HN bổ trợ cho suy nhược chức năng, bổ sung calci, magnesi (20 ống)",CPC1HN,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/dung-dich-uong-novocal-novocare-20-ong-x-10-ml.html
00031434,"Thuốc Prednisolone 5mg TV.Pharm chống viêm, chống dị ứng và ức chế miễn dịch (10 vỉ x 20 viên)",Tv.Pharm,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/prednisolone-5mg-tvpharma-10x20-31572.html
00047995,"Viên uống bổ sung Calci, Magne Obimin Calcium United (3 vỉ x 10 viên)",United,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/vien-uong-bo-sung-calci-magne-obimin-calcium-united-3-x10.html
00041458,"Thuốc Calciferat 750mg/200iu Medisun phòng và điều trị loãng xương, thiếu hụt calci và vitamin D (6 vỉ x 10 viên)",Medisun,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/calciferat-750-mg-200-iu-medisun-6-x10.html
00001523,"Viên sủi Calcium Sandoz 600 +Vitamin D3 phòng ngừa và điều trị thiếu canxi, vitamin D (10 viên)",Sandoz,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/calcium-sandoz-600-vitamin-d3-4415.html
00033208,"Viên uống Elevit Bayer hỗ trợ tăng cường sức khỏe, nâng cao sức đề kháng cho thai kỳ (3 vỉ x 10 viên)",Bayer,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/vitamin-tong-hop-elevit-bau-bayer-3x10-33326.html
00003808,Thuốc Homtamin Ginseng Korea United cung cấp vitamin và muối khoáng (12 vỉ x 5 viên),Korea United,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/homtanin-ginseng-3462.html
00003280,"Hỗn dịch Gaviscon Reckitt Benckiser điều trị trào ngược dạ dày, thực quản (24 gói x 10ml)",Reckitt Benckiser,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/gaviscon-927-3656.html
00500982,Sữa tăng cường sức khỏe cơ-xương-khớp dành cho người trên 40 tuổi Anlene Gold 5X hương vani (800g),Anlene,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/sua-anlene-gold-5-x-huong-vani-800-g.html
00016524,Sữa hỗ trợ thận có ure Nepro 1 Gold (400g),VITADAIRY,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/nepro-1-gold-400g-14179.html
00039814,Sữa bổ sung hệ dưỡng chất cho vận động tiêu hóa người trên 40 tuổi Anlene Total 10 (800g),Anlene,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/sua-anlene-total-10-huong-vani-800-g.html
00001518,Viên sủi Calcium Hasan 500mg phòng và hỗ trợ điều trị bệnh loãng xương (20 viên),Hasan,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/calcium-hasan-500mg-4417.html
00020776,Nước súc miệng Dr. Muối hương vỏ chanh làm giảm nguy cơ các bệnh về răng miệng (500ml),DR.MUỐI,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/drmuoi-ssm-500ml-nuoc-suc-mieng-huong-chanh-21137.html
00028834,Sữa Glucerna Abbott hương vani bổ sung dinh dưỡng đặc biệt cho người đái tháo đường (1 lốc x 6 chai),Abbott,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/sua-glucerna-vani-abbott-220ml-1-loc-x-6-chai-29128.html
00503731,Siro hỗ trợ tăng khả năng tạo máu Vitabiotics Feroglobin B12 (200ml),Vitabiotics,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/vitabiotics-feroglobin-b12-200-ml.html
00039375,Giúp bồi bổ sức khỏe cho trẻ Yến sào Kid Nest Tâm Sen (150ml),GOD HEALTH,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/yen-sao-kidnest-tam-sen-150ml.html
00049570,Sữa ổn định đường huyết Nutifood Varna Diabetes (850g),NUTIFOOD,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/sua-nutifood-varna-diabetes-850-g.html
00022800,Dung dịch uống Duchat CPC1 dự phòng trường hợp thiếu Vitamin và Acid Amin (4 vỉ x 5 ống x 7.5ml),CPC1HN,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/duchat-cpc1-4x5-75ml-27727.html
00014728,Viên sủi Calcium Stella 500mg phòng và hỗ trợ điều trị loãng xương (20 viên),Stella Pharm,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/calcium-stada-500mg-15436.html
00022352,"Thuốc Hồ Nước điều trị da khô, các bệnh về da (20g)",Hóa Dược,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/ho-nuoc-hoa-duoc-vn-20g-22688.html
00049621,Thuốc Vitamin A-D Hdpharma dùng dự phòng và điều trị các triệu chứng do thiếu vitamin A - D (10 vỉ x 10 viên),Hdpharma,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/vitamin-a-d-hdpharma-10-x10.html
00039500,Sữa tăng cường sức khỏe khối cơ tăng miễn dịch Ensure Gold StrengthPro hương vani (380g),Abbott,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/sua-abbott-ensure-gold-strengthpro-huong-vani-380-g.html
00039501,Sữa tăng cường sức khỏe khối cơ tăng miễn dịch Ensure Gold StrengthPro hương vani (800g),Abbott,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/sua-abbott-ensure-gold-strengthpro-huong-vani-850-g.html
00039505,Sữa tăng cường sức khỏe khối cơ tăng miễn dịch Ensure Gold StrengthPro hương vani ít ngọt (380g),Abbott,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/sua-abbott-ensure-gold-strengthpro-huong-vani-it-ngot-380-g.html
00039506,Sữa tăng cường sức khỏe khối cơ tăng miễn dịch Ensure Gold StrengthPro hương vani ít ngọt (800g),Abbott,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/sua-abbott-ensure-gold-strengthpro-huong-vani-it-ngot-850-g.html
00503063,Sữa bổ sung dinh dưỡng hỗ trợ tiêu hóa Ensure Original hương vani (4 lốc x 6 chai),Abbott,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/sua-ensure-vani-abbott-237ml-37370.html
00021567,Siro giảm ho long đờm Heviho Thái Minh (100ml),Thái Minh,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/heviho-siro-abipha-60ml-21924.html
00007321,"Siro ho Bảo Thanh điều trị các chứng ho, viêm phổi (125ml)",Hoa Linh,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/thuoc-ho-bao-thanh-125ml-496.html
00001517,"Dung dịch uống Calcium Corbière Sanofi điều trị thiếu canxi, loãng xương (3 vỉ x 10 ống x 5ml)",Sanofi,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/calcium-corbiere-10ml-4418.html
00017580,"Thuốc AB ExtraBone-Care+ Aus Biopharm phòng và điều trị loãng xương, bổ sung canxi (6 vỉ x 10 viên)",Aus Biopharm,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/ab-extrabonecare-lo-60v-aus-biopharm-18957.html
00001502,"Dung dịch tiêm Calci Clorid Vidipha điều trị co giật, co thắt thanh quản do hạ Calci huyết (100 ống x 5ml)",Vidipha,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/calciclorid-5ml-4426.html
00001367,"Cao lỏng Bổ Tỳ Dưỡng Cốt Thái Dương hỗ trợ điều trị chán ăn, đầy bụng, bổ sung canxi cho trẻ còi xương (100ml)",Sao Thái Dương,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/cao-long-bo-ty-duong-cot-393.html
00033636,"Thuốc Calcium - D S.Pharm bổ sung calxi, điều trị loãng xương, còi xương (10 vỉ x 10 viên)",S.PHARM,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/calcium-d-spharm-10x10-33727.html
00032894,Sữa tăng cường sức khỏe tim mạch CaloSure gold Vitadairy (900g),VITADAIRY,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/sua-vitadairy-calosure-gold-it-duong-900g-33015.html
00047170,"Viên bổ sung 5-MTHF, vitamin, khoáng chất cho phụ nữ mang thai 5-MTHF Plus (3 vỉ x 10 viên)",QUATREFOLIC,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/5-mthf-plus-quatrefolic-3-x10.html
00001145,Viên giúp bổ sung nội tiết tố nữ estrogen Bảo Xuân 50+ Nam Dược (3 vỉ x 10 viên),Nam Dược,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/bao-xuan-50-can-bang-noi-tiet-to-nu-350.html
00049030,Thuốc Boncinco Hà Nam giúp bổ sung các vitamin và acid amin thiết yếu (20 ống x 7.5ml),Hà Nam,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/boncinco-ha-nam-20-ong-x-7-5-ml.html
00011219,Viên hỗ trợ cơ xương Magnesium+Calcium+D3 Doppelherz (3 vỉ x 10 viên),Doppelherz,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/doppelherz-magnesium-calcium-d3-3x10-475.html
00027542,Viên sủi Calcium Boston 500mg phòng và hỗ trợ điều trị loãng xương (20 viên),Boston,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/calcium-boston-500mg-20v-27858.html
00016525,Sữa bổ sung dinh dưỡng người bệnh suy thận Nepro 2 Gold (400g),VITADAIRY,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/nepro-2-gold-400g-14178.html
00033806,Viên sủi giúp tăng sức đề kháng A-Z Fizz Doppelherz (13 viên),Doppelherz,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/doppelherz-a-z-fizz-13v-33892.html
00029590,"Thuốc Alphavimin 10ml Hadiphar bổ sung vitamin trong thời kỳ dưỡng bệnh, chế độ ăn đặc biệt (20 ống)",Hadiphar,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/alphavimin-duoc-ha-tinh-20-ong-x-10ml-29854.html
00001280,Cốm vi sinh hỗ trợ tiêu hóa Bioacimin Gold Meracine (30 gói),MERACINE,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/com-vi-sinh-bio-acimin-gold-271.html
00005901,"Viên nang mềm Philiver Phil Inter Pharma điều trị bệnh gan mạn tính, gan nhiễm mỡ (12 vỉ x 5 viên)",Phil Inter,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/philiver-2620.html
00031540,Thuốc bột uống Meza-Calci Hataphar điều trị hỗ trợ loãng xương (30 gói x 2g),Hà Tây,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/meza-calci-31680.html
00501860,Thuốc Photomit 500mg/10ml điều trị và ngăn ngừa tình trạng thiếu calci (20 ống x 10ml),CHO-A,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/photomit-500-mg-10-ml-20-ong-x-10-ml.html
00030805,"Thuốc Calcium Geral 10ml Usa-Nic Pharma hỗ trợ cho trẻ em còi xương, chậm lớn, thiếu calci (20 ống)",Usa - Nic Pharma,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/calcium-geral-usa-nic-pharma-20-ong-x-10ml-30944.html
00006108,"Thuốc PM Procare Catalent bổ sung DHA, EPA, Vitamin và khoáng chất (30 viên)",Catalent,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/procare-thuoc-bo-cho-ba-bau-850.html
00044138,"Thuốc Lycalci OPV bổ sung lysine, vitamin và khoáng chất (20 ống x 7,5 ml)",Opv,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/lycalci-opv-20-ong.html
00033686,Siro hỗ trợ xương răng phát triển chắc khỏe cho bé Kids Liquid Calcium with Magnesium And Zinc (200ml),Brauer,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/brauer-baby-kids-liquid-calcium-with-magnesium-and-zinc-200ml-33774.html
00047641,Viên uống hỗ trợ giảm nguy cơ loãng xương Maxcal Mega (3 vỉ x 10 viên),MEGA We care,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/vien-uong-ho-tro-giam-nguy-co-loang-xuong-maxcal-mega-3-x10.html
00002285,Viên sủi Davita Bone Sugar Free DHG phòng ngừa và điều trị loãng xương (10 viên),Dhg,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/davita-bone-dhg-10v-17398.html
00502043,Dung dịch uống A.T Calcium Cort An Thiên bổ sung vitamin và khoáng chất cho cơ thể (30 ống x 10ml),An Thiên,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/at-calcium-cort-an-thien-30-ong-x-10ml-36236.html
00501962,Dung dịch uống Calciumboston Ascorbic Boston điều trị thiếu vitamin C và Vitamin PP (4 vỉ x 5 ống),Boston,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/calciumboston-ascorbic-20-ong-x-10ml-36122.html
00501988,Sữa dinh dưỡng dành cho bệnh nhân gan Fohepta Vitadairy (400g),VITADAIRY,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/sua-vitadairy-fohepta-400g-36190.html
00015072,"Siro Nutrohadi F bổ sung dinh dưỡng dùng cho trẻ biếng ăn, phòng ngừa thiếu vitamin (20 ống x 10ml)",Hadiphar,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/nutrohadi-f-20-ong-x-10ml-15118.html
00503430,Siro giúp hỗ trợ xương và răng chắc khỏe Bestical Ergopharma (120ml),ERGOPHARMA,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/bestical-ergo-120-ml-strawberry-flavor.html
00002604,"Thuốc Drimy USP bổ sung vitamin, khoáng chất (10 vỉ x 10 viên)",Usp,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/drimy-3926.html
00006709,"Thuốc Silybean-Comp United hỗ trợ điều trị bệnh gan mãn tính, gan nhiễm mỡ (6 vỉ x 10 viên)",United,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/silybean-200mg-6x10-16888.html
00041894,Sữa hỗ trợ tăng cường miễn dịch và sức khoẻ tim mạch Vitadairy CaloSure America 800G,VITADAIRY,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/sua-vitadairy-calosure-america-800-g.html
00048856,"Viên uống bổ sung vitamin, khoáng chất cho phụ nữ mang thai và cho con bú Fenza Mega (3 vỉ x 10 viên)",MEGA We care,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/vien-uong-bo-sung-vitamin-khoang-chat-cho-phu-nu-mang-thai-va-cho-con-bu-fenza-mega-3-x10-1.html
00022518,Viên hỗ trợ sức khỏe phụ nữ mang thai Blackmores Pregnancy & Breast - Feeding Gold (60 viên),Blackmores,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/pregnancy-and-breast-feeding-gold-blackmores-60v-22844.html
00005138,Viên uống bổ sung vitamin nhóm B NAT B MEGA We care (3 vỉ x 10 viên),MEGA We care,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/nat-b-50mg-2919.html
00051526,"Sữa hỗ trợ tăng cường đề kháng, tăng cân khỏe mạnh cho trẻ 0-12 tháng tuổi Colosbaby gold 0+ Vitadairy (800g)",VITADAIRY,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/sua-ho-tro-tang-cuong-de-khang-tang-can-khoe-manh-colosbaby-gold-0-vitadairy-800-g-1.html
00502413,Viên hỗ trợ sức khỏe nam giới Blackmores Multivitamin For Men (50 viên),Blackmores,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/blackmores-multivitamin-for-men-50v-36665.html
00051560,Sữa giúp tăng đề kháng cho trẻ 0-12 tháng tuổi Nutifood Growplus+ Colostrum 0+ (400g),NUTIFOOD,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/sua-giup-tang-de-khang-cho-tre-0-12-thang-tuoi-nutifood-growplus-colostrum-0-400-g.html
00009637,Viên phát triển chiều cao Vipteen Vinh Gia (2 vỉ x 10 viên),Vinh Gia,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/vipteen-vinh-gia-16631.html
00005011,Viên nang cứng Moriamin Forte Roussel hỗ trợ duy trì và phục hồi sức khỏe (10 vỉ x 10 viên),RESANTIS,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/moriamin-forte-2976.html
00052190,Sữa dinh dưỡng công thức cho trẻ 0-12 tháng tuổi Aptamil Profutura Cesarbiotik 1 Infant Formula Danone (380g),Nutricia,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/sua-dinh-duong-cong-thuc-cho-tre-0-12-thang-tuoi-aptamil-profutura-cesarbiotik-1-infant-formula-danone-380-g.html
00052191,Sữa dinh dưỡng công thức cho trẻ 0-12 tháng tuổi Aptamil Profutura Cesarbiotik 1 Infant Formula Danone (800g),Nutricia,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/sua-dinh-duong-cong-thuc-cho-tre-0-12-thang-tuoi-aptamil-profutura-cesarbiotik-1-infant-formula-danone-800-g.html
